num_kills,weapon_name,attacker_weapon_id,vehicle,vehicle_slot_id,weapon_faction,target
3,Bastion CIWS,6008904,,0,None,Sunderer
3,L105 Zephyr PX,5250,Liberator,2,VS,Sunderer
3,Dingo ML-6,6009276,,0,NC,Sunderer
3,L-24R Spur,6005455,Liberator,1,NSO,Sunderer
3,Dingo ML-6,6009277,,0,NC,Sunderer
2,Hyena Missile Launcher,6003172,Galaxy,1,NC,Sunderer
2,Dingo ML-6,6009281,,0,VS,Sunderer
2,Dual-75 Duster,5441,Liberator,2,VS,Sunderer
2,NS-20G Gorgon,804728,,0,NC,Sunderer
2,M60 Pug,6009255,,0,TR,Sunderer
2,Glaive IPC,6002397,,0,NC,Sunderer
2,Bastion CIWS,6009020,,0,None,Sunderer
2,Hyena Missile Launcher,6005456,Liberator,10,NSO,Sunderer
2,Bastion CIWS,6009015,,0,None,Sunderer
2,"NS-20 ""Heatwave"" Gorgon",6003603,,0,NC,Sunderer
2,G40-F Ranger,3088,Sunderer,1,TR,Sunderer
2,G40-F Ranger,6005235,Sunderer,1,NSO,Sunderer
2,M20 Drake,5500,Galaxy,1,VS,Sunderer
1,M60 Pug,6009261,,0,NC,Sunderer
1,Dingo ML-6,6009272,,0,TR,Sunderer
1,A30 Walker,6005479,Galaxy,2,NSO,Sunderer
1,M60 Pug,6009257,,0,TR,Sunderer
1,M20 Gecko,6009248,,0,NSO,Sunderer
1,Glaive IPC,6002398,,0,TR,Sunderer
1,NS-20G Gorgon,804727,,0,NC,Sunderer
1,NS-10B Burster,804746,,0,VS,Sunderer
1,NS-20B Gorgon,804718,,0,TR,Sunderer
1,Dual-75 Duster,6005462,Liberator,2,NSO,Sunderer
1,NS-20G Gorgon,804726,,0,VS,Sunderer
1,M20 Drake,6005474,Galaxy,11,NSO,Sunderer
1,NS-20G Gorgon,804723,,0,TR,Sunderer
1,"NS-20 ""Heatwave"" Gorgon",6003602,,0,VS,Sunderer
1,G40-F Ranger,6005430,Ant,2,NSO,Sunderer
1,M20 Gecko,6009249,,0,NSO,Sunderer
1,M20 Drake,6005476,Galaxy,1,NSO,Sunderer
1,Dingo ML-6,6009273,,0,TR,Sunderer
1,Bastion CIWS,6008903,,0,None,Sunderer
1,P2-120-R HEAT,4016,Prowler,1,TR,Sunderer
1,L105 Zephyr PX,5251,Liberator,2,NC,Sunderer
1,"NS-20 ""Heatwave"" Gorgon",6003604,,0,NC,Sunderer
1,Hyena Missile Launcher,6003174,Galaxy,1,TR,Sunderer
